College Name,Address,District,State,Contact number,Email id,Website
"Maharashtra Institute Of Technology, Aurangabad","Pb - 327, Aurangabad Aurangabad,AurangabadMaharashtra431005",Coimbatore,Tamil Nadu,"0240- 2376815,9325211432",mit@mitindia.org,www.mitindia.org
"Maharashtra Institute Of Technology Kothrud, Kothrud","Maharashtra Academy Of Engineering & Education Research, S.No.124 Paud Road, Kothrud Kothrud,PuneMaharashtra411038",Delhi,Delhi,(020) -25431795 / 25437681,mit@mitpune.com,www.mitpune.com
"Maharishi Arvind Institute Of Engineering And Tech , Jaipur","Bhartipath, Ambabari Circle, Ambabari Jaipur,JaipurRajasthan302012",Gwalior,Madhya Pradesh,"91-141-2784311,5178700,2786281",info@maietjaipur.com,N/A
"Maharishi Markendeshwar Institute Of Computer Technology And Business Management, Ambala","Mullana Ambala,AmbalaHaryana133203",Pune,Maharashtra,"01731-275777-79, 275792",mmictbm@rediffmail.com,N/A
"Mahatma Basweshwar Edu Socs College Of Engineering, Beed","Ambajogai, Beed Beed,BeedMaharashtra431517",Alandi,Maharashtra,(02382)-251066 /245256,coea@sancharnet.in,www.coeamb.com
"Mahatma Gandhi Institute Of Engineering And Mgt, Indore","Manglia, Ab Road, Bypass Raokedi Indore,IndoreMadhya Pradesh",Nilanga,Maharashtra,0731-4279514,mglem@rediffmail.co.in,N/A
"Mahatma Gandhi Missions College Of Engineering, Nanded","Near Airport, Hingoli Road, Nanded Nanded,NandedMaharashtra431605",Jaipur,Rajasthan,(02462) 224754,mgmcen@sancharnet.in,www.mgmcen.org
"Mahatma Gandhi Missions College Of Engineering, Thane","Junction Of Nh4 & Sion-Panvel, Express Highway Kamothe, Navi Mumbai Thane,ThaneMaharashtra410209",Kota,Rajasthan,(02462) 260444/260990,office_cet@yahoo.com,www.mgmmumbai.ac.in
"Mahatma Gandhi Missions Jawaharlal Nehru College Of Engineering, Aurangabad","N6, Cidco, Samarth Nagar, Aurangabad Aurangabad,AurangabadMaharashtra431003",Ambala,Haryana,02462-222999/224087,mgmjneca_agd@sancharnet.in,www.jnec.ac.in
"Mahavir Ed Trust Shah And Anchor Kutchi Engineering College, Chembur","Shivaji Maharaja Chowk, Waman Tukara Patil Marg, Chembur Chembur,Mumbai CityMaharashtra400088",Indore,Madhya Pradesh,(022) -25580854/ 55978100,mail@shahandanchor.com,www.shahandanchor.com
"Mahavir Institute Of Engineering And Tech, Bhubaneswar","Mahavir Nagar, Gangapara, Bhubaneswar Bhubaneswar,KhurdaOrissa751015",Rangareddy,Andhra Pradesh,0674-2330208/2467674,N/A,www.miet.edu.in
"Mahendra Engineering College, Namakkal","Vadugapalayam Post, Mallasamudram West, Tiruchengode Namakkal,NamakkalTamil Nadu637503",N\A,Gujarat,"04288 - 238666, 238777,238888",info@mahendrainstitutions.com,"www.mahendra.info, www.mahendrainstitutions.com"
"Mahendra Institute Of Technology, Namakkal","Mahendhirapuri, Mallasamudram (West), Vadugapallayam (Post), Tiruchengode Tk Namakkal,NamakkalTamil Nadu637503",Aurangabad,Maharashtra,04288-238375,info@mahendrsinstitutions.com,N/A
"Mailam Engineering College, Villupuram","Mailam, Tindivanam Taluk Villupuram,ViluppuramTamil Nadu604304",Bhubaneswar,Orissa,04147 - 241551,mailamengg@sify.com,N/A
Majhighariani Institute Of Tech And Science (Mits),"Bhujabal, Kolnara,RayagadaOrissa765001",Namakkal,Tamil Nadu,06856-233772/233146/233154,N/A,www.mitscollege.org
"Mallabhum Inst Of Technology, Kolkata","Braja Radhs Nagar (Gopalpur), P.O. Gosainpur, Baukura  224 Pgns Kolkata,BankuraWest Bengal",Villupuram,Tamil Nadu,03244-255206/255207/24406245/24408782,N/A,www.mitbishnupur.com/www.mallabhum.com
"Malnad College Of Engineering, Hassan","P.B.No. 21, Hassan Hassan,HassanKarnataka573201",N\A,Orissa,08172-245317 / 245093,office@mcehassan.ac.in,www.cmcehassan.ac.in
"Malout Institute Of Management And Information Technology, Malout","Green Field Enclave, Near New Grain Market, Malout MaloutPunjab",Prakasam,Andhra Pradesh,"01637-264512, 261500,264513",harinders@yahoo.com,N/A
"Malwa Institute Of Technology, Indore","Village Nipani, By Pass Road, Opp D.P.S Indore,IndoreMadhya Pradesh",Medchal,Andhra Pradesh,"0731-3294179-80,4001590,2810005",N/A,www.malwa-institute.com
"Manav Rachna College Of Engineering, Faridabad","Sector 43, Faridabad Faridabad,FaridabadHaryana121001",Hyderabad,Andhra Pradesh,"0129-2412811,2420785,5001335-334",UTHAN_EDU@REDIFFMAIL.COM,N/A
"Mandhar Edu Socs Rajaram Shinde College Of Engineering, Ratnagiri","Pedhambe, Po.Alore, Al:Chiplun, Ratnagiri Ratnagiri,RatnagiriMaharashtra415639",Medchal,Andhra Pradesh,(02355) 23005,mandar_rscoe@rediffmail.com,www.mandaredusco.com
Mandsaur Institute Of Technology,"Rewas Dewda Road, Mansaur,MandsaurMadhya Pradesh458001",Kolkata,West Bengal,"07422-2391111-112,239113,255734",Bantwal_prabhu@yahoo.co.in,www.mitmandsaur.org
"Mangalam College Of Engineering, Kottayam","Ettamanoor East, Kottayam Kottayam,KottayamKerala686631",Hassan,Karnataka,0481-2537053,mangalam_enggcollege@yahoo.co.in,www.mangalam.net
"Mangalore Inst Of Tech And Engineering, Mangalore","Badaga Mijar, Moodabidri Post, Mangalore Mangalore,Dakshina KannadaKarnataka574227",Malout,Punjab,0824-2411243,"info@ret.ac.in,vettrust@yahoo.co.in",N/A
"Manipal Institute Of Technology, Manipal","Manipal Manipal,UdupiKarnataka576119",Suryapet,Andhra Pradesh,08282-257310 08282-256255,prof_bagewadi@yahoo.co.in,www.kuvempu.ac.in
"Manjara Charitable Trust Rajiv Gandhi Insti Of Technology, Andheri","Survey-161, B/H Hdfc Bank Off Juhu Varsova Link Road, Varsova Andheri,Mumbai CityMaharashtra400053",Indore,Madhya Pradesh,(022) 26707025/ 26/27,rgit02@rediffmail.com,www.rgitm.org
"Manoharbhai Patel Inst Of Engineering And Tech, Kudwa","Gondia Education Society, Gondia, Kudwa Kudwa,GondiaMaharashtra441614",Ratnagiri,Maharashtra,252033/252026,principal_miet@rediffmail.com,www.mietgondia.com
"Mar Athanasius College Of Engineering, Kothamangalam","Kothamangalam  P.O Kothamangalam,ErnakulamKerala686666",N\A,Madhya Pradesh,0485-2822363 / 2823383,maec@satyam.net.in,www.maec.ac.in
"Mar Baselios Institute Of Technology, Kollam","Post Bag No. 3 Anchal P.O Kollam,KollamKerala689643",Kottayam,Kerala,0475-2272620 0475-2276600,mbit@bsnl.in mbitanchal.org,N/A
"Mar Baselious Christian College Of Engineering And Technology, Idukki","Malankar Church Estate, Pallikkunnu, Peermade P.O Idukki,IdukkiKerala686670",Mangalore,Karnataka,04869-233571,mbc@mbcpeermade.com,www.mbcpeermade.com
"Mar Baslelios College Of Engineering And Technology, Trivandrum","Bethany Hills, Nalanchira, Thiruvananthapuram Trivandrum,ThiruvananthapuramKerala695015",Manipal,Karnataka,0471-2545868  / 70 / 71,mbcet@sancharnet.in,www.mbcet.org
"Mar Gregorios College Of Engineering And Technology, Kottayam","Kodimatha, Kottayam Kottayam,KottayamKerala686001",Andheri,Maharashtra,0481-2362518 / 17,N/A,N/A
"Mar Thoma Institute Of Information Technology, Kollam","Chdayamangalam Kollam,KollamKerala691534",Chevella,Andhra Pradesh,"0474-247048 / 2476535, 0474-2477048",miitayur@sancharnet.in,www.marthomaettarc.org
"Marathawada Institute Of Technology, Bulandshahar","Dhamera-Chola, P.O. Roopvas, Via - Khurja, Pachgai Bulandshahar,BulandshahrUttar Pradesh203001",Kothamangalam,Kerala,05732 - 238771-72,mitbsr@mitindia.net,N/A
"Marathwada Institute Of Tech Aurangabad, Aurangabad","Satara Village Road, Aurangabad Aurangabad,AurangabadMaharashtra431005",Kollam,Kerala,(0240) -2376815,mit@india.net,www.mitindia.net
"Maria College Of Engineering And Technology, Kanyakumari","Attoor Puliyamoodu Junction, Attoor, Thiruvattar P.O Kanyakumari,KanyakumariTamil Nadu629177",Trivandrum,Kerala,"04651-282577, 296150",maria.college.of.engineering@gmail.com,http://maria-college-of-engineering.org
"Marian Engineering College, Kazhakkuttom","C/O. St. Vincenti Seminavy, Menamkulam, Kazhakkuttom KazhakkuttomKerala695582",Kottayam,Kerala,0471-2706157  / 2704154,marian_tvm@yahoo.com,www.marianengineeringcollege.co
"Marine Engineering And Research Institute, Kolkata","Calcutta, P-19, Taratola Rd, Calutta Kolkata,BankuraWest Bengal700088",Belgaum,Karnataka,033-24014794/24014676/24014678,N/A,www.merical.ac.in
"Marthandam College Of Engineering And Technology, Kanyakumari","P.M. Village Road, Kuttakuzhi, Veeyanoor Post Kanyakumari,KanyakumariTamil Nadu629177",Bulandshahar,Uttar Pradesh,"04651-210030/31/32/33, 276611, 276499","macetchman@snacharnet.in, info@macet.edu.in",http://www.macet.edu.in
"Marudhar Engineering College, Bikaner","K.No.255, 59 Vpp. Bhoja Raisar, N.H-11, Jaipur Road, Bikaner Bikaner,BikanerRajasthan334001",Aurangabad,Maharashtra,"0151-2746922,23",info@marudhar.org,N/A
"Marwar Engineering College And Research Centre, Jodhpur","Kharda Khurd, Narnadi, Jodhpur Jodhpur,JodhpurRajasthan342001",Kanyakumari,Tamil Nadu,"0151-2746922,23",info@marudhar.org,N/A
"Mary Matha College Of Engineering And Technology, Trivandrum","Paliyode, Dalumugham, Vellarada Trivandrum,ThiruvananthapuramKerala695155",Kazhakkuttom,Kerala,0471-2256766 / 2257162,N/A,www.mmcet.org
"Matha College Of Technology, Ernakulam","Manakkappadi, N. Paravur, Ernakulam Ernakulam,ErnakulamKerala683511",Kanchipuram,Tamil Nadu,0484-2672291/2670212,mathacollege@sify.com,www.mathacollegeoftechnology.edu.in
"Mathura Devi Inst Of Tech And Management, Indore","Gari Pipliya, Vidhyasagar Road, Indore Indore,IndoreMadhya Pradesh452018",Kolkata,West Bengal,"0731-2306899,2491999",N/A,www.mathuradeviitm.org
"Matsyodari Shikshan Santhai Col Of Engineering And Tech, Jalna","Nagewadi, Aurangabad Road, Jalna Jalna,JalnaMaharashtra431203",Kanyakumari,Tamil Nadu,(02482) -225229,msscetj@satyam.com,www.msscet.org
"Maulana Azad College Of Engineering And Technology, Patna","Marium Manzil, Anishabad Patna,PatnaBihar800002",Kanchipuram,Tamil Nadu,0612-266553,webmaster@macet.net.in,www.macet.net.in
"Mcgan Ooty School Of Architecture, Nilgiris","Summer House 204, Summer House Road, Ooty Nilgiris,NilgirisTamil Nadu643001",Trivandrum,Kerala,0423 - 2442363 044 - 3255 2475,admin@mcgansarch.com,www.mcgansarch.com
"Mckv Institute Of Engineering, Howrah","243, G.T. Road, (N), Lilooah, Howrah Howrah,HowrahWest Bengal711204",Ernakulam,Kerala,033-2654-9315,N/A,www.mckv.org
"Measi Academy Of Architecture, Chennai","Assocaition Gardens, No. 87, Peters Road, Royapettah Chennai,ChennaiTamil Nadu600014",Indore,Madhya Pradesh,"044-28350445, 28351126",N/A,www.measiarch.org
"Medi Caps Institute Of Technology And Management, Indore","Agra Bombay Road, Pigdamber, Indore Indore,IndoreMadhya Pradesh453331",Rangareddy,Andhra Pradesh,"0731-4020494,2856263,2514062",medicaps@mantrafreenet.com,N/A
"Meenakshi College Of Engineering, Chennai","No-12, Vembuliamman Koil Street, Virugambakkam Chennai,ChennaiTamil Nadu600092",Patna,Bihar,044-23640773,mce_edu@yahoo.co.in,www.mce-edu.com
"Meenakshi Sundararajan Engineering College, Chennai","363, Arcot Road, Kodambakkam Chennai,ChennaiTamil Nadu600024",Bhopal,Madhya Pradesh,"044 - 24811103,24801636",krsks1@giamsd01.vsnl.net.in,www.msec.edu.in
"Meerut Institute Of Engineering And Technology, Meerut","Baghpat Road Bypass Crossing, P.O Malyana, Meerut Meerut,MeerutUttar Pradesh250002",Nilgiris,Tamil Nadu,"0121 - 6451114, 2651115",contact@miet.ac.in,www.miet.ac.in
"Megnad Saha Institute Of Technology, Kolkata","Techno Complex, Madurdahabe  Side Nri Complex  Behind Rubi Hospital, Uchhapota Kolkata,South 24 ParganasWest Bengal700150",Chennai,Tamil Nadu,033-24431031/24431033/25863162,N/A,www.msitcollege.org
"Mepco Schlenk Engineering College, Virudunagar","Sivakasi, Mepco Engineering Post Virudunagar,VirudhunagarTamil Nadu626005",Indore,Madhya Pradesh,"04562 - 235104, 235120, 235000, 235101","msec@mepcoeng.ac.in, principal@mepcoeng.ac.in",http://www.mepcoeng.ac.in
"Merit International Institute Of Technology, Ooty","22, Havelock Road, Ooty Ooty,NilgirisTamil Nadu643001",Chennai,Tamil Nadu,"0423-2443601-06,2442486",mief@meritworldwide.com,www.meritworldwide.com
"Mes College Of Engineering, Malappuram","Kuttipuram, Thrikkanapuram (P.O), Malappuram Malappuram,MalappuramKerala679573",Chennai,Tamil Nadu,0494-2698081 / 3051234,mesprinci@yahoo.com,www.mesengg.ac.in
"Mets School Of Engineering, Thrissur","Mala Mala Education Trust, Kuruvillassery .P.O Mala, Trissur Thrissur,ThrissurKerala680735",Meerut,Uttar Pradesh,0480-2897337 / 2898035,mets_engg@rediffmail.com,www.metsengg.org
"Miilia Institute Of Technology, Rambagh","Rambagh, Purnea Bihar Rambagh,PurniaBihar854301",Meerut,Uttar Pradesh,06454 - 240433 / 240434 / 244229,info@mitpurnea.org.in,www.mitpurnea.org.in
Military College Of Elecom Engineering Commandant Military College Of Telecom,MhowMadhya Pradesh453441,Kolkata,West Bengal,"07324-256012,273240",mcte1234@yahoo.com,N/A
"Millennium Institute Of Technology And Science, Bhopal","Village Goura, Near Neelbad Chouraha, Nathu Barkheda Road Bhopal,BhopalMadhya Pradesh462044",Virudunagar,Tamil Nadu,"0755-3295137,2696607",v.k.yadav@hotmail.com,N/A
"Misrimal Navajee Munoth Jain Engineering College, Chennai","Guru Marudhar Kesari Building, Jyothi Nagar, Thorapakkam Chennai,TiruvallurTamil Nadu600097",Ooty,Tamil Nadu,044-24960101/24962270/249622 71/24962272,mnmjec@md4.vsnl.net.in,www.mnmjec.com
"Mit Women Engineering College, Kothrud","S.No. 124S.No. 124, Ex. Serviceman Colony, Paud Road, Kothrud Kothrud,PuneMaharashtra411038",Malappuram,Kerala,(020) 25432767 / 25431795,mitcoe@mitpune.com,www.mitpune.com
"Mittal Institute Of Technology, Damoh","Damoh Damoh,DamohMadhya Pradesh",Thrissur,Kerala,"0755-2735043,46",mitbpl@gmail.com,N/A
"Model Engineering College, Ernakulam","B.M.C P.O, Thrikkakara, Ernakulam Ernakulam,ErnakulamKerala682021",N\A,Madhya Pradesh,0484-2577379 / 2575370,principal@mec.ac.in,www.mec.ac.in
"Model Institute Of Engineering And Technology, Jammu","Kot Raipur Bantalab, Jammu Jammu,JammuJammu and Kashmir181122",Pune,Maharashtra,"0191-2623155,2623180",akg@rediffmail.com,N/A
"Modern Education Soocietys College Of Engineering, Pune","19, Late Prin, V.K. Joag Path, Pune Pune,PuneMaharashtra411001",Bhopal,Madhya Pradesh,(020) -26124117,mnkonmescoe@vsnl.net,N/A
"Modern Institute Of Technology And Research Centre, Alwar","Alwar, Rajasthan Alwar,AlwarRajasthan301001",Chennai,Tamil Nadu,0144-2731596-99,mitrcindia@gmail.com,N/A
"Modi Institute Of Technology, Kota","Nayagaon Urf Daulat Ganj, Rawatbhata Road Kota,KotaRajasthan324010",Kothrud,Maharashtra,"0744-2471488,2471988",mitkota@kappa.net.in,N/A
"Mohammed Sathak A J College Of Engineering, Chennai","Old Mahabalipuram Road, Egattur Village, Kelanbakkam Post Office, Chengelpet Taluk Chennai,KanchipuramTamil Nadu603103",Ernakulam,Kerala,"044 - 27470021,23,24",ajce@rediffmail.com,http://www.msajce.in
"Mohammed Sathak Engineering College, Ramanathapuram","East Coast Road, Mayakulam/Kilakarai  Sathak Salai Post Office, Kilakarai Ramanathapuram,RamanathapuramTamil Nadu623806",Jammu,Jammu and Kashmir,"04567 - 242327,244665","principal@msec.in, msecklk@sancharnet.in",www.msec.in
"Mohandas College Of Engineering And Technology, Trivandrum","Anad Village, Nedumangad, Trivandrum Trivandrum,ThiruvananthapuramKerala695003",Pune,Maharashtra,0472-2813039/2802552,mail@mcetonline.com,www.mcetonline.com
"Mookambigai College Of Engineering, Pudukotai","Srinivasa Nagar, Kalamavur, Keeranur Pudukotai,PudukkottaiTamil Nadu622502",N\A,Rajasthan,"04339 - 262141,262140, 262273, 262142",pdk_mce@sancharnet.in,www.mookambigai.ac.in
"Moradabad Institute Of Technology, Moradabad","Ramganga Vihar, Phase  2, Moradabad Moradabad,MoradabadUttar Pradesh244001",Hyderabad,Andhra Pradesh,"0591 - 2452412, 2452327",director11@sancharnet.in,www.mitmoradabad.ac.in
"Mount Zion College Of Engineering, Pathanamthitta","Kadammanitta P.O, Pathanamthitta,PathanamthittaKerala689649",Udupi,Karnataka," 0468 - 2216325,2217525",mzcengg@gmail.com | contact@mountzioncollege.org,http://www.mountzioncollege.org
"Mount Zion College Of Engineering And Technology, Pudukotai","Pilivalam Post Office, Thirumayam Post Pudukotai,PudukkottaiTamil Nadu622507",Pudukotai,Tamil Nadu,"04333 - 277564, 125, 565",admissions@mount-zion.net,www.mount-zion.net
"Murshidabad College Of Engineering And Tech, Murshidabad","Banjetia, P.O. Cossimbazar Raj, Via Berahampore, Murshidabad Murshidabad,MurshidabadWest Bengal",Peddapalli,Andhra Pradesh,03482-258145,N/A,www.mcetbhb.org
"Musliar College Of Engineering And Technology, Pathanamthitta","Kozhancherry Taluk, Pathanamthitta Pathanamthitta,PathanamthittaKerala689645",N\A,Uttar Pradesh,0468-2301702/03,director@musaliarcollege.com,www.musaliarcollege.com
"Muslim Association College Of Engineering, Trivandrum","Venjaramoodu, Thiruvananthapuram Trivandrum,ThiruvananthapuramKerala695607",Anantapur,Andhra Pradesh,0472-2870786,principalmace@sancharnet.in,www.macev.org
"Muthayammal Engineering College, Namakkal","Attur Main Road, Kakkavari Post, Rasipuram Tk Namakkal,NamakkalTamil Nadu637408",Pathanamthitta,Kerala,"04287 - 225537,220837, 226837, 226137",metmec@eth.net,www.muthayammal.ac.in
"Muzaffarnagar Engineering College, Muzaffarnagar","Jolly Road, Muzaffarnagar Muzaffarnagar,MuzaffarnagarUttar Pradesh",Nashik,Maharashtra,"0131 - 2605158, 2608864",mecmzn@indiatimes.com.,N/A
"Muzaffarpur Institute Of Tech, Muzaffarpur","Muzaffarpur Muzaffarpur,MuzaffarpurBihar842003",Murshidabad,West Bengal,0621-2262142/ 2262448,"mail@mitmuzaffarpur.org, mit_muzaffarpur@yahoo.com",http://www.mitmuzaffarpur.org
"N C College Of Engineering, Panipat","Israna, Nh-71A Panipat, Rohtak Road Panipat,PanipatHaryana132103",Pathanamthitta,Kerala,"0180-2579764,2579835, 2579678",INFO@NCCE.EDU,www.neec.edu
"N S S College Of Engineering, Palakkad","Akathethapa, Dalghat Palakkad,PalakkadKerala678008",Muzaffarnagar,Uttar Pradesh,0491-2555255/2555900,nsscepkd@dataone.in,www.nssengg.org
"Nagaji Institute Of Technology And Management, Gwalior","Thankur Baba Campus, Gwalior Gwalior,GwaliorMadhya Pradesh474001",Nellore,Andhra Pradesh,"0751-2410201,2431015,2482631",N/A,www.nitmindia.org
"Nagaon Ed Trusts Gangamai Col Of Engineering, Nagaon","Nagaon, Dhule Nagaon,DhuleMaharashtra424004",Panipat,Haryana,(02562)-271805/ 270007,nagaonengg@rediffmail.com,www.gangamaiengg.com
"Nagar Yuwak Shikshan Sanstha Datta Meghe Col Of Engineering, Thane","Plot No 98,P.B. No-15, Sec-Iii,Cidco Colony, Airoli, Navi Mumbai Thane,ThaneMaharashtra400708",Udupi,Karnataka,(022)-27691665,principaldmce@yahoo.com,www.dmce.edu
"Nandha Engineering College, Erode","Vailkalmedu Bus Stop, Perundurai Main Road, Pichandampalayam Post Erode,ErodeTamil Nadu638052",Miryalaguda,Andhra Pradesh,04294-225585 / 223711 / 223722 / 226393,nandhaengg@rediffmail.com,www.nandhaengg.org
"Naraina College Of Engineering And Technology, Kanpur","Plot No, 1423/1, Panki, Kanpur Kanpur,Kanpur DehatUttar Pradesh",Beed,Maharashtra,"0512-3245765, 2263699",NCET_KANPUR@Yahoo.com,N/A
"Narayanaguru College Of Engineering, Kanyakumari","Chittadavu, Manjalumoodu, Arumana Post Kanyakumari,KanyakumariTamil Nadu629151",Erode,Tamil Nadu,"04651 - 284500, 200","nce@sancharnet.in, info@ngce.ac.in",http://www.ngce.ac.in
"Narula Institute Of Technology, Kolkata","81, Niljunj Road, Agarpara, Kolkata Kolkata,CalcuttaWest Bengal700109",Guntur,Andhra Pradesh,033-25637777/25638888/25742526,N/A,www.jisgroup.org
"National College Of Engineering, Tirunelveli","Maruthukulam, Nanguneri Taluk Tirunelveli,TirunelveliTamil Nadu627151",Medchal,Andhra Pradesh,"04635 - 256343, 344",ncembt@rediffmail.com,N/A
"National Engineering College, Kovilpatti","K.R. Nagar, Nalatinputhur Kovilpatti,CuddaloreTamil Nadu628503",Salem,Tamil Nadu,"04632 - 222502,230227",neccse@md3.vsnl.net.in,N/A
"National Institute Of Engineering, Mysore","Manandavadi Road Mysore,BangaloreKarnataka570008",Guntur,Andhra Pradesh,0821-2480475 / 2481220,principal@nie.ac.in,www.nie.ac.in
"National Institute Of Industrial Engineering, Mumbai","Vihar Lake Road, Pawai Mumbai,Mumbai CityMaharashtra400087",Nellore,Andhra Pradesh,022 28573371,N/A,www.nitie.edu
"National Institute Of Science And Tech, Berhampur","Palur Hills, Berhampur Berhampur,GanjamOrissa761008",Kanyakumari,Tamil Nadu,(0680) - 2492421/2492422/2242115,smudali@nist.edu,www.nist.edu
"National Institute Of Technical Teachers Training And Research (Nitttr), Chandigarh","Sector 26 Chandigarh,ChandigarhChandigarh",Kolkata,West Bengal,"0172-2791349, 2791351",nittichd@iyocos.com,www.nittrchd.ac.in
"National Instt Of Foundry And Forge Tech, Ranchi","Ranchi. Ranchi,RanchiJharkhand",Kovilpatti,Tamil Nadu,0651-408289/408194,N/A,www.nifft.ernet.in
